birthCityID,deathCityID,count,lat1,lon1,lat2,lon2
4180540310,4180390285,1,50.05,10.233333,49.447778,11.068333
4180000000,5600005454,1,51.5,10.5,39.0,-76.6167
4243390002,4002630021,1,40.833333,14.25,48.2167,16.3667
4002450022,4002450022,1,46.9667,10.5667,46.9667,10.5667
4243060381,4243060381,1,42.883333,11.533333,42.883333,11.533333
4390030054,4390000029,1,53.066667,5.533333,52.35,4.916667
4601330617,4601330617,1,53.7,-2.6667,53.7,-2.6667
3544210001,3544210001,1,34.5833,126.5833,34.5833,126.5833
4243060843,4243510165,2,45.783333,9.083333,41.9,12.483333
4180000256,4002630021,4,48.366667,10.883333,48.2167,16.3667
4243360516,4243150091,1,43.516667,11.566667,43.766667,11.25
4151330578,4180540614,1,48.5833,6.5,48.766667,9.183333
4601120296,4601030162,1,52.3167,1.15,51.3833,-2.3667
4540630009,4540630009,4,39.466667,-0.366667,39.466667,-0.366667
4151000241,4151450026,2,43.6833,4.6333,48.8667,2.3333
3271390207,3271300435,1,32.8333,129.9167,35.0,135.75
4243450264,4601330462,1,43.716667,10.383333,51.5,-0.1667
4243060152,4243360266,1,45.05,11.5,45.466667,9.2
4031000019,1547000027,1,51.213886,4.401514,-26.6333,30.6667
4180150093,4390000029,4,50.116667,8.683333,52.35,4.916667
4151000374,4151360364,1,43.9333,4.8,43.6833,6.5333
4180060061,4180210066,1,50.933333,6.95,50.133333,8.916667
4243570197,4002630021,2,46.066667,11.133333,48.2167,16.3667
4390390026,4031000019,1,51.833333,5.866667,51.213886,4.401514
4450660056,4060450028,1,51.1,17.0,50.1,14.4333
4390540018,4180210056,1,51.95,4.85,53.55,10.0
4243240014,4243030226,1,44.35,11.7,44.483333,11.333333
4151630018,4031030068,1,50.3667,3.5333,50.833333,4.333333
4243000000,4243360266,1,42.8333,12.8333,45.466667,9.2
4031360016,4180660468,1,51.028298,4.479327,49.787778,9.936111
4243570207,4243150091,1,45.516667,9.583333,43.766667,11.25
4031030066,4031030068,2,51.210933,3.225971,50.833333,4.333333
4151450026,4180300053,1,48.8667,2.3333,51.316667,9.5
4390000029,4151390067,1,52.35,4.916667,43.7,7.2667
4031360016,4031000019,6,51.028298,4.479327,51.213886,4.401514
4601510052,4601060052,1,52.3333,-0.5333,52.2,0.1167
4540060139,4540360003,1,40.166667,-3.616667,40.4,-3.683333
4180210056,4180210056,7,53.55,10.0,53.55,10.0
4601330462,5600570482,1,51.5,-0.1667,41.0167,-73.9333
4390180024,4390180024,1,52.016667,4.7,52.016667,4.7
4151000326,4151000326,1,49.7667,1.75,49.7667,1.75
4542540046,4542540046,6,47.7,8.6333,47.7,8.6333
4151390110,4601330462,1,49.126305,-0.074555,51.5,-0.1667
4180090203,4243450011,1,51.05,13.75,45.416667,11.883333
4243630105,4180360300,2,45.438611,12.326667,48.15,11.583333
4540360003,4540000135,1,40.4,-3.683333,40.2,-5.083333
4180120093,4180330314,1,51.5333,11.55,53.866667,10.7
4601720024,4601330462,1,52.95,-1.7167,51.5,-0.1667
4151450282,4151000064,1,43.45,6.6833,43.5167,5.45
3061390001,4243450044,1,35.1667,33.3667,38.116667,13.366667
4450660056,4180330144,1,51.1,17.0,51.3333,12.4167
4243540810,4540750005,1,43.782874,11.320987,41.633333,-0.883333
4243450286,4243360266,1,43.466667,11.15,45.466667,9.2
4243330002,4243150189,1,45.6667,9.5,41.8,12.683333
4151030497,4151000374,1,43.4167,6.05,43.9333,4.8
4243630132,4243630105,5,45.45,11.0,45.438611,12.326667
4151360286,4151450026,1,47.8333,1.7,48.8667,2.3333
